disclosure_year,disclosure_date,transaction_date,owner,ticker,asset_description,type,amount,representative,district,ptr_link,cap_gains_over_200_usd,state,amount_cleaned,non_disclosure_period(days)
2020,2020-04-28 00:00:00,2020-02-24 00:00:00,joint,BHC,Bausch Health Companies Inc.,purchase,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,False,NV,8000.5,64.0
2020,2020-04-28 00:00:00,2020-03-06 00:00:00,joint,BAH,Booz Allen Hamilton Holding Corporation,sale_full,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,True,NV,8000.5,53.0
2020,2020-04-28 00:00:00,2020-03-23 00:00:00,joint,BYD,Boyd Gaming Corporation,sale_full,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,False,NV,8000.5,36.0
2020,2020-04-28 00:00:00,2020-02-04 00:00:00,joint,CTLT,"Catalent, Inc.",purchase,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,False,NV,8000.5,84.0
2020,2020-04-28 00:00:00,2020-03-18 00:00:00,joint,CBRE,CBRE Group Inc Common Stock Class A,sale_partial,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,False,NV,8000.5,41.0
2020,2020-04-28 00:00:00,2020-03-24 00:00:00,joint,CNC,Centene Corporation,purchase,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,False,NV,8000.5,35.0
2020,2020-04-28 00:00:00,2020-03-31 00:00:00,joint,DG,Dollar General Corporation,purchase,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,False,NV,8000.5,28.0
2020,2020-04-28 00:00:00,2020-02-26 00:00:00,joint,DPZ,Domino's Pizza Inc,sale_partial,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,True,NV,8000.5,62.0
2020,2020-04-28 00:00:00,2020-02-05 00:00:00,joint,DNKN,"Dunkin' Brands Group, Inc.",sale_full,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,False,NV,8000.5,83.0
2020,2020-04-28 00:00:00,2020-02-24 00:00:00,joint,ENV,"Envestnet, Inc",sale_full,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,False,NV,8000.5,64.0
2020,2020-04-28 00:00:00,2020-02-21 00:00:00,joint,ENV,"Envestnet, Inc",sale_partial,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,False,NV,8000.5,67.0
2020,2020-04-28 00:00:00,2020-03-06 00:00:00,joint,AQUA,Evoqua Water Technologies Corp.,purchase,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,False,NV,8000.5,53.0
2020,2020-04-28 00:00:00,2020-03-17 00:00:00,joint,LKQ,LKQ Corporation,sale_partial,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,False,NV,8000.5,42.0
2020,2020-04-28 00:00:00,2020-02-24 00:00:00,joint,MAS,Masco Corporation,purchase,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,False,NV,8000.5,64.0
2020,2020-04-28 00:00:00,2020-02-05 00:00:00,joint,NXST,"Nexstar Media Group, Inc. - Class A",sale_partial,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,True,NV,8000.5,83.0
2020,2020-04-28 00:00:00,2020-02-24 00:00:00,joint,OKE,"ONEOK, Inc.",sale_partial,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,True,NV,8000.5,64.0
2020,2020-04-28 00:00:00,2020-03-09 00:00:00,joint,OKE,"ONEOK, Inc.",sale_full,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,False,NV,8000.5,50.0
2020,2020-04-28 00:00:00,2020-02-24 00:00:00,joint,PANW,"Palo alto Networks, Inc.",sale_full,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,True,NV,8000.5,64.0
2020,2020-04-28 00:00:00,2020-03-06 00:00:00,joint,RP,"RealPage, Inc.",sale_full,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,True,NV,8000.5,53.0
2020,2020-04-28 00:00:00,2020-03-16 00:00:00,joint,QSR,Restaurant Brands International Inc. Common Shares,sale_full,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,False,NV,8000.5,43.0
2020,2020-04-28 00:00:00,2020-02-05 00:00:00,joint,QSR,Restaurant Brands International Inc. Common Shares,purchase,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,False,NV,8000.5,83.0
2020,2020-04-28 00:00:00,2020-03-24 00:00:00,joint,SCI,Service Corporation International,sale_partial,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,False,NV,8000.5,35.0
2020,2020-04-28 00:00:00,2020-02-25 00:00:00,joint,COO,"The Cooper Companies, Inc.",sale_full,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,True,NV,8000.5,63.0
2020,2020-04-28 00:00:00,2020-02-24 00:00:00,joint,UNVR,Univar Solutions Inc.,sale_full,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,False,NV,8000.5,64.0
2020,2020-04-28 00:00:00,2020-03-17 00:00:00,joint,USFD,US Foods Holding Corp.,sale_partial,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,False,NV,8000.5,42.0
2020,2020-04-28 00:00:00,2020-02-25 00:00:00,joint,MTN,"Vail Resorts, Inc.",sale_full,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,False,NV,8000.5,63.0
2020,2020-04-28 00:00:00,2020-02-26 00:00:00,joint,VLO,Valero Energy Corporation,sale_full,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,False,NV,8000.5,62.0
2020,2020-04-28 00:00:00,2020-02-18 00:00:00,joint,WAB,Westinghouse air Brake Technologies Corporation,sale_full,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,False,NV,8000.5,70.0
2020,2020-04-28 00:00:00,2020-03-18 00:00:00,joint,WH,"Wyndham Hotels & Resorts, Inc.",sale_full,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,False,NV,8000.5,41.0
2020,2020-04-28 00:00:00,2020-03-17 00:00:00,joint,WH,"Wyndham Hotels & Resorts, Inc.",sale_partial,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,False,NV,8000.5,42.0
2020,2020-04-28 00:00:00,2020-02-05 00:00:00,joint,XPO,"XPO Logistics, Inc.",sale_partial,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,False,NV,8000.5,83.0
2020,2020-04-28 00:00:00,2020-03-16 00:00:00,self,BRK.B,Berkshire Hathaway Inc. New,sale_full,"$1,001 - $15,000",Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016500.pdf,False,CA,8000.5,43.0
2020,2020-04-28 00:00:00,2020-03-13 00:00:00,self,BSX,Boston Scientific Corporation,sale_partial,"$1,001 -",Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016501.pdf,True,CA,53267.76,46.0
2020,2020-04-28 00:00:00,2020-03-13 00:00:00,self,SPCE,"Virgin Galactic Holdings, Inc.",sale_partial,"$1,001 -",Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016501.pdf,False,CA,53267.76,46.0
2020,2020-09-22 00:00:00,2020-08-17 00:00:00,missing,missing,Metallic Minerals Corp.,sale_partial,"$100,001 - $250,000",Mr. TJ John (Tj) Cox,CA21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017403.pdf,True,CA,175000.5,36.0
2021,2021-03-23 00:00:00,2021-01-27 00:00:00,self,missing,Zimmer Biomet Holdings,sale_partial,"$1,001 - $15,000",Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018447.pdf,False,CA,8000.5,55.0
2021,2021-03-23 00:00:00,2021-02-08 00:00:00,missing,missing,Zimmer Biomet Holdings,sale_full,"$1,001 - $15,000",Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018447.pdf,False,CA,8000.5,43.0
2021,2021-03-23 00:00:00,2021-02-08 00:00:00,self,missing,Zimmer Biomet Holdings,purchase,"$1,001 - $15,000",Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018448.pdf,False,CA,8000.5,43.0
2021,2021-03-23 00:00:00,2021-02-04 00:00:00,self,DD,"DuPont De Nemours, Inc",sale_full,"$1,001 - $15,000",Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018449.pdf,False,CA,8000.5,47.0
2021,2021-03-23 00:00:00,2021-02-19 00:00:00,self,missing,Celegene Corp,sale_full,"$15,001 - $50,000",Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018450.pdf,False,CA,32500.5,32.0
2021,2021-03-23 00:00:00,2021-02-16 00:00:00,missing,missing,Outfront Media,sale_full,"$15,001 - $50,000",Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018450.pdf,False,CA,32500.5,35.0
2021,2021-03-23 00:00:00,2021-03-15 00:00:00,joint,COLD,Americold Realty Trust Common Shares,sale_full,"$1,001 - $15,000",Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018451.pdf,False,CA,8000.5,8.0
2021,2021-03-23 00:00:00,2021-03-15 00:00:00,self,COLD,Americold Realty Trust Common Shares,sale_full,"$1,001 - $15,000",Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018452.pdf,False,CA,8000.5,8.0
2021,2021-03-23 00:00:00,2021-03-11 00:00:00,self,ADBE,Adobe Inc,purchase,"$1,001 - $15,000",Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018453.pdf,False,CA,8000.5,12.0
2021,2021-03-23 00:00:00,2021-03-12 00:00:00,self,COLD,Americold Realty Trust Common Shares,sale_partial,"$1,001 - $15,000",Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018453.pdf,True,CA,8000.5,11.0
2021,2021-03-23 00:00:00,2021-03-15 00:00:00,self,COLD,Americold Realty Trust Common Shares,sale_full,"$15,001 - $50,000",Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018453.pdf,True,CA,32500.5,8.0
2021,2021-03-23 00:00:00,2021-03-11 00:00:00,self,NVDA,NVIDIA Corporation,purchase,"$1,001 - $15,000",Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018453.pdf,False,CA,8000.5,12.0
2021,2021-01-26 00:00:00,2021-01-22 00:00:00,missing,DUK,Duke Energy Corpoation,purchase,"$1,001 - $15,000",Mo Brooks,AL05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018077.pdf,False,AL,8000.5,4.0
2021,2021-01-26 00:00:00,2021-01-22 00:00:00,joint,LEE,"Lee Enterprises, Inc.",sale_full,"$1,001 - $15,000",Mo Brooks,AL05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018077.pdf,False,AL,8000.5,4.0
2021,2021-01-26 00:00:00,2021-01-22 00:00:00,self,LEE,"Lee Enterprises, Inc.",sale_full,"$1,001 - $15,000",Mo Brooks,AL05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018077.pdf,False,AL,8000.5,4.0
2021,2021-01-26 00:00:00,2020-11-24 00:00:00,self,LEE,"Lee Enterprises, Inc.",purchase,"$1,001 - $15,000",Mo Brooks,AL05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018077.pdf,False,AL,8000.5,63.0
2021,2021-01-26 00:00:00,2021-01-21 00:00:00,missing,missing,Spectra Energy Capital LLC,sale_full,"$1,001 - $15,000",Mo Brooks,AL05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018077.pdf,True,AL,8000.5,5.0
2021,2021-01-26 00:00:00,2020-12-01 00:00:00,joint,VTRS,Vitatris Inc.,sale_full,"$1,001 - $15,000",Mo Brooks,AL05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018077.pdf,False,AL,8000.5,56.0
2021,2021-01-26 00:00:00,2021-01-12 00:00:00,self,GM,General Motors Company,purchase,"$1,001 -",Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018081.pdf,False,CA,53267.76,14.0
2021,2021-01-26 00:00:00,2021-01-12 00:00:00,self,JIH,"Juniper Industrial Holdings, Inc. Class A",purchase,"$1,001 -",Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018081.pdf,False,CA,53267.76,14.0
2021,2021-01-26 00:00:00,2021-01-14 00:00:00,self,JIH,"Juniper Industrial Holdings, Inc. Class A",purchase,"$1,001 -",Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018081.pdf,False,CA,53267.76,12.0
2021,2021-01-26 00:00:00,2021-01-15 00:00:00,self,JIH,"Juniper Industrial Holdings, Inc. Class A",purchase,"$1,001 -",Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018081.pdf,False,CA,53267.76,11.0
2021,2021-01-26 00:00:00,2021-01-11 00:00:00,self,JIH,"Juniper Industrial Holdings, Inc. Class A",purchase,"$1,001 -",Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018081.pdf,False,CA,53267.76,15.0
2021,2021-01-26 00:00:00,2021-01-12 00:00:00,self,GM,General Motors Company,purchase,"$1,001 - $15,000",Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018082.pdf,False,CA,8000.5,14.0
2021,2021-01-26 00:00:00,2021-01-12 00:00:00,self,JIH,"Juniper Industrial Holdings, Inc. Class A",purchase,"$1,001 -",Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018082.pdf,False,CA,53267.76,14.0
2021,2021-01-26 00:00:00,2021-01-14 00:00:00,self,JIH,"Juniper Industrial Holdings, Inc. Class A",purchase,"$1,001 -",Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018082.pdf,False,CA,53267.76,12.0
2021,2021-01-26 00:00:00,2021-01-11 00:00:00,joint,GIS,General Mills,sale_full,"$1,001 - $15,000",Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018083.pdf,False,CA,8000.5,15.0
2021,2021-01-26 00:00:00,2021-01-12 00:00:00,joint,GM,General Motors Company,purchase,"$1,001 -",Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018083.pdf,False,CA,53267.76,14.0
2021,2021-01-26 00:00:00,2021-01-11 00:00:00,joint,TMUS,T-Mobile USA,purchase,"$1,001 - $15,000",Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018083.pdf,False,CA,8000.5,15.0
2021,2021-01-26 00:00:00,2020-07-02 00:00:00,missing,COST,Costco Wholesale Corp,purchase,"$1,001 - $15,000",Robert J. Wittman,VA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018052.pdf,False,VA,8000.5,208.0
2021,2021-01-26 00:00:00,2020-07-02 00:00:00,missing,CCI,Crown Castle International Corp,purchase,"$1,001 - $15,000",Robert J. Wittman,VA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018052.pdf,False,VA,8000.5,208.0
2021,2021-01-26 00:00:00,2020-07-02 00:00:00,missing,CVS,CVS Health Corporation,sale_full,"$1,001 - $15,000",Robert J. Wittman,VA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018052.pdf,False,VA,8000.5,208.0
2021,2021-01-26 00:00:00,2020-07-02 00:00:00,missing,DUK,Duke Energy Corp,sale_full,"$1,001 - $15,000",Robert J. Wittman,VA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018052.pdf,False,VA,8000.5,208.0
2021,2021-01-26 00:00:00,2020-07-02 00:00:00,missing,HD,Home Depot,purchase,"$1,001 - $15,000",Robert J. Wittman,VA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018052.pdf,False,VA,8000.5,208.0
2021,2021-01-26 00:00:00,2020-07-02 00:00:00,missing,KMB,Kimberly-Clark Corp,purchase,"$1,001 - $15,000",Robert J. Wittman,VA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018052.pdf,False,VA,8000.5,208.0
2021,2021-01-26 00:00:00,2020-07-02 00:00:00,missing,RGLD,Royal Gold Inc,purchase,"$1,001 - $15,000",Robert J. Wittman,VA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018052.pdf,False,VA,8000.5,208.0
2021,2021-01-26 00:00:00,2020-07-02 00:00:00,missing,V,Visa Inc,purchase,"$1,001 - $15,000",Robert J. Wittman,VA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018052.pdf,False,VA,8000.5,208.0
2021,2021-02-25 00:00:00,2021-01-14 00:00:00,missing,missing,Oregon State Health and Science University,purchase,"$15,001 - $50,000",Vern Buchanan,FL16,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018280.pdf,False,FL,32500.5,42.0
2021,2021-02-25 00:00:00,2021-01-21 00:00:00,missing,CI,Cigna Corporation,sale_partial,"$1,001 - $15,000",Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018224.pdf,False,FL,8000.5,35.0
2021,2021-02-25 00:00:00,2021-02-10 00:00:00,missing,CL,Colgate-Palmolive Company,purchase,"$1,001 - $15,000",Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018224.pdf,False,FL,8000.5,15.0
2021,2021-02-25 00:00:00,2021-01-28 00:00:00,missing,CL,Colgate-Palmolive Company,purchase,"$1,001 - $15,000",Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018224.pdf,False,FL,8000.5,28.0
2021,2021-02-25 00:00:00,2021-01-28 00:00:00,missing,PPG,"PPG Industries, Inc.",sale_partial,"$1,001 - $15,000",Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018224.pdf,False,FL,8000.5,28.0
2021,2021-02-25 00:00:00,2021-02-10 00:00:00,missing,TRV,"The Travelers Companies, Inc.",sale_partial,"$1,001 - $15,000",Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018224.pdf,False,FL,8000.5,15.0
2021,2021-02-25 00:00:00,2021-01-15 00:00:00,self,FB,Facebook Inc,purchase,"$100,001 - $250,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,False,TX,175000.5,41.0
2021,2021-02-25 00:00:00,2021-01-27 00:00:00,self,missing,Conn St Hsg Fin Auth Hsh Mtg F,purchase,"$100,001 - $250,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,False,TX,175000.5,29.0
2021,2021-02-25 00:00:00,2021-01-08 00:00:00,self,missing,Indiana Bd Bk Rev,purchase,"$100,001 - $250,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,False,TX,175000.5,48.0
